1,4,4/3/17,HOU,SEA,W,3,0,1,0,1,0,1.00
2,4,4/4/17,HOU,SEA,W,2,1,2,0,1,1,1.00
3,4,4/5/17,HOU,SEA,W-wo,5,3,3,0,1,1,1.00
4,4,4/6/17,HOU,SEA,L,2,4,3,1,1,1,0.75
5,4,4/7/17,HOU,KCR,L,1,5,3,2,1,0,0.60
6,4,4/8/17,HOU,KCR,L,3,7,3,3,2,-1,0.50
7,4,4/9/17,HOU,KCR,W-wo,5,4,4,3,2,-1,0.57
8,4,4/10/17,HOU,SEA,L,0,6,4,4,2,-1.5,0.50
9,4,4/11/17,HOU,SEA,W,7,5,5,4,2,-1.5,0.56
10,4,4/12/17,HOU,SEA,W,10,5,6,4,2,-0.5,0.60
11,4,4/14/17,HOU,OAK,W,7,2,7,4,1,1,0.64
12,4,4/15/17,HOU,OAK,W,10,6,8,4,1,2,0.67
13,4,4/17/17,HOU,LAA,W,3,0,9,4,1,3.5,0.69
14,4,4/18/17,HOU,LAA,L,2,5,9,5,1,2.5,0.64
15,4,4/19/17,HOU,LAA,W,5,1,10,5,1,3,0.67
16,4,4/20/17,HOU,LAA,W,2,1,11,5,1,3,0.69
17,4,4/21/17,HOU,TBR,W,6,3,12,5,1,3,0.71
18,4,4/22/17,HOU,TBR,L,3,6,12,6,1,2,0.67
19,4,4/23/17,HOU,TBR,W,6,4,13,6,1,3,0.68
20,4,4/25/17,HOU,CLE,W,4,2,14,6,1,4,0.70
21,4,4/26/17,HOU,CLE,L,6,7,14,7,1,4,0.67
22,4,4/27/17,HOU,CLE,L,3,4,14,8,1,3,0.64
23,4,4/28/17,HOU,OAK,W,9,4,15,8,1,3,0.65
24,4,4/29/17,HOU,OAK,L,1,2,15,9,1,3,0.63
25,4,4/30/17,HOU,OAK,W,7,2,16,9,1,3,0.64
26,5,5/1/17,HOU,TEX,W,6,2,17,9,1,3.5,0.65
27,5,5/2/17,HOU,TEX,W,8,7,18,9,1,3.5,0.67
28,5,5/3/17,HOU,TEX,W,10,1,19,9,1,4.5,0.68
29,5,5/4/17,HOU,TEX,L,4,10,19,10,1,4.5,0.66
30,5,5/5/17,HOU,LAA,W,7,6,20,10,1,5.5,0.67
31,5,5/6/17,HOU,LAA,L-wo,1,2,20,11,1,4.5,0.65
32,5,5/7/17,HOU,LAA,W,5,3,21,11,1,5.5,0.66
33,5,5/9/17,HOU,ATL,W,8,3,22,11,1,6,0.67
34,5,5/10/17,HOU,ATL,W,4,2,23,11,1,6,0.68
35,5,5/11/17,HOU,NYY,W,3,2,24,11,1,7,0.69
36,5,5/12/17,HOU,NYY,W,5,1,25,11,1,8,0.69
37,5,5/14/17,HOU,NYY,L,6,11,25,12,1,7.5,0.68
38,5,5/14/17,HOU,NYY,W,10,7,26,12,1,7.5,0.68
39,5,5/15/17,HOU,MIA,W,7,2,27,12,1,8,0.69
40,5,5/16/17,HOU,MIA,W,12,2,28,12,1,8,0.70
41,5,5/17/17,HOU,MIA,W,3,0,29,12,1,8,0.71
42,5,5/19/17,HOU,CLE,L,3,5,29,13,1,6.5,0.69
43,5,5/20/17,HOU,CLE,L,0,3,29,14,1,6.5,0.67
44,5,5/21/17,HOU,CLE,L,6,8,29,15,1,5.5,0.66
45,5,5/22/17,HOU,DET,W,1,0,30,15,1,6,0.67
46,5,5/23/17,HOU,DET,W,6,2,31,15,1,7,0.67
47,5,5/24/17,HOU,DET,L,3,6,31,16,1,7,0.66
48,5,5/25/17,HOU,DET,W,7,6,32,16,1,8,0.67
49,5,5/26/17,HOU,BAL,W,2,0,33,16,1,9,0.67
50,5,5/27/17,HOU,BAL,W,5,2,34,16,1,9,0.68
51,5,5/28/17,HOU,BAL,W,8,4,35,16,1,10,0.69
52,5,5/29/17,HOU,MIN,W,16,8,36,16,1,11,0.69
53,5,5/30/17,HOU,MIN,W,7,2,37,16,1,11,0.70
54,5,5/31/17,HOU,MIN,W,17,6,38,16,1,11,0.70
55,6,6/2/17,HOU,TEX,W,7,1,39,16,1,12.5,0.71
56,6,6/3/17,HOU,TEX,W,6,5,40,16,1,12.5,0.71
57,6,6/4/17,HOU,TEX,W,7,2,41,16,1,13.5,0.72
58,6,6/5/17,HOU,KCR,W,7,3,42,16,1,14,0.72
59,6,6/6/17,HOU,KCR,L-wo,7,9,42,17,1,13,0.71
60,6,6/7/17,HOU,KCR,L,5,7,42,18,1,12,0.70
61,6,6/8/17,HOU,KCR,W,6,1,43,18,1,13,0.70
62,6,6/9/17,HOU,LAA,L,4,9,43,19,1,12,0.69
63,6,6/10/17,HOU,LAA,W,3,1,44,19,1,13,0.70
64,6,6/11/17,HOU,LAA,L,6,12,44,20,1,12,0.69
65,6,6/12/17,HOU,TEX,L,1,6,44,21,1,12,0.68
66,6,6/13/17,HOU,TEX,L,2,4,44,22,1,11,0.67
67,6,6/14/17,HOU,TEX,W,13,2,45,22,1,11,0.67
68,6,6/16/17,HOU,BOS,L,1,2,45,23,1,11,0.66
69,6,6/17/17,HOU,BOS,W,7,1,46,23,1,11,0.67
70,6,6/18/17,HOU,BOS,L,5,6,46,24,1,11,0.66
71,6,6/19/17,HOU,OAK,W,4,1,47,24,1,12,0.66
72,6,6/20/17,HOU,OAK,W,8,4,48,24,1,12,0.67
73,6,6/21/17,HOU,OAK,W,5,1,49,24,1,12.5,0.67
74,6,6/22/17,HOU,OAK,W,12,9,50,24,1,12.5,0.68
75,6,6/23/17,HOU,SEA,L,3,13,50,25,1,11.5,0.67
76,6,6/24/17,HOU,SEA,W,5,2,51,25,1,12.5,0.67
77,6,6/25/17,HOU,SEA,W,8,2,52,25,1,13,0.68
78,6,6/27/17,HOU,OAK,L,4,6,52,26,1,12.5,0.67
79,6,6/28/17,HOU,OAK,W,11,8,53,26,1,12.5,0.67
80,6,6/29/17,HOU,OAK,W,6,1,54,26,1,13.5,0.68
81,6,6/30/17,HOU,NYY,L,4,13,54,27,1,13.5,0.67
82,7,7/1/17,HOU,NYY,W,7,6,55,27,1,13.5,0.67
83,7,7/2/17,HOU,NYY,W,8,1,56,27,1,14.5,0.67
84,7,7/4/17,HOU,ATL,W,16,4,57,27,1,16,0.68
85,7,7/5/17,HOU,ATL,W,10,4,58,27,1,16,0.68
86,7,7/6/17,HOU,TOR,L,4,7,58,28,1,15.5,0.67
87,7,7/7/17,HOU,TOR,W,12,2,59,28,1,16.5,0.68
88,7,7/8/17,HOU,TOR,L,2,7,59,29,1,15.5,0.67
89,7,7/9/17,HOU,TOR,W,19,1,60,29,1,16.5,0.67
90,7,7/14/17,HOU,MIN,W,10,5,61,29,1,16.5,0.68
91,7,7/15/17,HOU,MIN,L,2,4,61,30,1,15.5,0.67
92,7,7/16/17,HOU,MIN,W,5,3,62,30,1,16.5,0.67
93,7,7/17/17,HOU,SEA,L,7,9,62,31,1,15.5,0.67
94,7,7/18/17,HOU,SEA,W,6,2,63,31,1,16.5,0.67
95,7,7/19/17,HOU,SEA,L,1,4,63,32,1,15.5,0.66
96,7,7/21/17,HOU,BAL,W,8,7,64,32,1,17,0.67
97,7,7/22/17,HOU,BAL,W,8,4,65,32,1,17,0.67
98,7,7/23/17,HOU,BAL,L,7,9,65,33,1,17,0.66
99,7,7/24/17,HOU,PHI,W,13,4,66,33,1,17,0.67
100,7,7/25/17,HOU,PHI,W,5,0,67,33,1,17,0.67
101,7,7/26/17,HOU,PHI,L,0,9,67,34,1,17,0.66
102,7,7/28/17,HOU,DET,W,6,5,68,34,1,18,0.67
103,7,7/29/17,HOU,DET,L,3,5,68,35,1,17,0.66
104,7,7/30/17,HOU,DET,L,1,13,68,36,1,16,0.65
105,7,7/31/17,HOU,TBR,W,14,7,69,36,1,16,0.66
106,8,8/1/17,HOU,TBR,L,4,6,69,37,1,15,0.65
107,8,8/2/17,HOU,TBR,L,0,3,69,38,1,15,0.64
108,8,8/3/17,HOU,TBR,L,3,5,69,39,1,15,0.64
109,8,8/4/17,HOU,TOR,W,16,7,70,39,1,15,0.64
110,8,8/5/17,HOU,TOR,L,3,4,70,40,1,14.5,0.64
111,8,8/6/17,HOU,TOR,W-wo,7,6,71,40,1,15,0.64
112,8,8/8/17,HOU,CHW,L,5,8,71,41,1,14,0.63
113,8,8/9/17,HOU,CHW,L,1,7,71,42,1,13,0.63
114,8,8/10/17,HOU,CHW,L-wo,2,3,71,43,1,13,0.62
115,8,8/11/17,HOU,TEX,L,4,6,71,44,1,13,0.62
116,8,8/12/17,HOU,TEX,L,3,8,71,45,1,12,0.61
117,8,8/13/17,HOU,TEX,W,2,1,72,45,1,12,0.62
118,8,8/14/17,HOU,ARI,L,0,2,72,46,1,11.5,0.61
119,8,8/15/17,HOU,ARI,W,9,4,73,46,1,12.5,0.61
120,8,8/16/17,HOU,ARI,W,9,5,74,46,1,12.5,0.62
121,8,8/17/17,HOU,ARI,L,0,4,74,47,1,12,0.61
122,8,8/18/17,HOU,OAK,W,3,1,75,47,1,13,0.61
123,8,8/19/17,HOU,OAK,W,3,0,76,47,1,13,0.62
124,8,8/20/17,HOU,OAK,L,2,3,76,48,1,12,0.61
125,8,8/22/17,HOU,WSN,L,3,4,76,49,1,11.5,0.61
126,8,8/23/17,HOU,WSN,W,6,1,77,49,1,12.5,0.61
127,8,8/24/17,HOU,WSN,L,4,5,77,50,1,12.5,0.61
128,8,8/25/17,HOU,LAA,W,2,1,78,50,1,12.5,0.61
129,8,8/26/17,HOU,LAA,L,6,7,78,51,1,12.5,0.60
130,8,8/27/17,HOU,LAA,W,7,5,79,51,1,13.5,0.61
131,8,8/29/17,HOU,TEX,L,2,12,79,52,1,12,0.60
132,8,8/30/17,HOU,TEX,L,1,8,79,53,1,11,0.60
133,8,8/31/17,HOU,TEX,W,5,1,80,53,1,11.5,0.60
134,9,9/2/17,HOU,NYM,W,12,8,81,53,1,12.5,0.60
135,9,9/2/17,HOU,NYM,W,4,1,82,53,1,12.5,0.61
136,9,9/3/17,HOU,NYM,W,8,6,83,53,1,13.5,0.61
137,9,9/4/17,HOU,SEA,W,6,2,84,53,1,13.5,0.61
138,9,9/5/17,HOU,SEA,W,3,1,85,53,1,13.5,0.62
139,9,9/6/17,HOU,SEA,W,5,3,86,53,1,14.5,0.62
140,9,9/8/17,HOU,OAK,L-wo,8,9,86,54,1,14.5,0.61
141,9,9/9/17,HOU,OAK,L,1,11,86,55,1,14,0.61
142,9,9/9/17,HOU,OAK,L,4,11,86,56,1,14,0.61
143,9,9/10/17,HOU,OAK,L,2,10,86,57,1,13,0.60
144,9,9/12/17,HOU,LAA,W,1,0,87,57,1,14,0.60
145,9,9/13/17,HOU,LAA,L,1,9,87,58,1,13,0.60
146,9,9/14/17,HOU,LAA,W,5,2,88,58,1,14,0.60
147,9,9/15/17,HOU,SEA,W,5,2,89,58,1,14,0.61
148,9,9/16/17,HOU,SEA,W,8,6,90,58,1,14,0.61
149,9,9/17/17,HOU,SEA,W,7,1,91,58,1,15,0.61
150,9,9/19/17,HOU,CHW,W,3,1,92,58,1,16,0.61
151,9,9/20/17,HOU,CHW,W,4,3,93,58,1,17,0.62
152,9,9/21/17,HOU,CHW,L,1,3,93,59,1,17,0.61
153,9,9/22/17,HOU,LAA,W,3,0,94,59,1,18,0.61
154,9,9/23/17,HOU,LAA,W,6,2,95,59,1,19,0.62
155,9,9/24/17,HOU,LAA,L,5,7,95,60,1,18,0.61
156,9,9/25/17,HOU,TEX,W,11,2,96,60,1,19,0.62
157,9,9/26/17,HOU,TEX,W,14,3,97,60,1,19,0.62
158,9,9/27/17,HOU,TEX,W,12,2,98,60,1,20,0.62
159,9,9/28/17,HOU,BOS,W,12,2,99,60,1,21,0.62
160,9,9/29/17,HOU,BOS,W,3,2,100,60,1,21,0.63
161,9,9/30/17,HOU,BOS,L,3,6,100,61,1,21,0.62
162,10,10/1/17,HOU,BOS,W,4,3,101,61,1,21,0.62